ID;book_id;rating;user_id;isbn;description;num_pages;image_url;title;genres;review_text;Author
419;13075856;4;236117;1406338370;A sweeping fantasy chronicling a courageous girls fight for freedom in a world ravaged by war and religious fanaticism.;361;httpsimages.grassets.combooks1358745804m13075856.jpg;Daughter of the Flames (Ruan 1);fantasy paranormal;httpthedailyprophecy.blogspot.nl2...  My first experience with Zoe Marriott was her lovely retelling The swan kingdom. From that moment I knew I had to read more from her and the sweet Kristen gave this copy to me. Thanks to her Im now aware that I really like Marriotts stories and Im going to hunt down a copy from the companion novel called Frostfire. You can download the first chapter for free if you like to try it out Zoe Marriott.  The worldbuilding and concept of this book are pretty basic. Ruan is attacked by Sedorne and the Royal family is butchered The Sedorne king is a tyrant and destroys everything but he forgot that one person survived. Zira is rescued by her maid and taken to the covenant where Surya becomes her second mother. She is trained as a warrior and when she finds out who she truly is Ziras life changes forever. Together with the Sedornse lord Sorin Zira is ready to free her people.  The thing that makes this story different is Zira. I loved this girl. She has fire and a passion in her that makes her indestructible. This could easily led to an Imfartooperfectcharacter but Zira has enough flaws to make her realistic. She has a soft side and finding out who she truly is makes her insecure. She questions herself a lot despite her warrior training. We get a girl whose life completely changed and we see how she adapts and grows through all her trials. She is capable of clever decisions even when she is frightened she is even willing to sacrifice others instead of throwing herself in a dangerous situation where she could be killed. It was so refreshing  The romance might have been a little too fast but Marriott manages to stay clear from the instalove. I could see how the decision was necessary at that time even when both of the characters were a little naive and too hopeful. Nevertheless I really liked Sorin and how they both grew toward each other. What started as a strategic connection turns out into a loyal respectful and balanced relationship.  I was surprised by the villain and his background story. Its not like anything Ive read in a while and I love how Marriot twisted him into someone you almost feel sorry for. I dont agree with his life choices but it seems he is a trouble person who makes very bad choices instead of being a bad person. The ending is like I expected from this book. Everything is solved easily and is neatly wrappedup. Just the way I like my endings most of the times. Definitely check it out;Zoe Marriott
420;13112869;4;236117;0062198505;Regret was for people with nothing to defend people who had no water.Lynn knows every threat to her pond drought a snowless winter coyotes and most importantly people looking for a drink. She makes sure anyone who comes near the pond leaves thirsty or doesnt leave at all.Confident in her own abilities Lynn has no use for the world beyond the nearby fields and forest. Having a life means dedicating it to survival and the constant work of gathering wood and water. Having a pond requires the fortitude to protect it something Mother taught her well during their quiet hours on the rooftop rifles in hand.But wisps of smoke on the horizon mean one thing strangers. The mysterious footprints by the pond nighttime threats and gunshots make it all too clear Lynn has exactly what they want and they wont stop until they get it....With evocative spare language and incredible drama danger and romance debut author Mindy McGinnis depicts one girls journey in a barren world not so different than our own.;309;httpsimages.grassets.combooks1360951660m13112869.jpg;Not a Drop to Drink (Not a Drop to Drink 1);youngadult;httpthedailyprophecy.blogspot.nl2...  4.5  I remember reading the blurb and later on seeing the cover I knew I had to own this book. Im not sure what happened after that moment because I never got a copy until now. Thanks to Reviews from a bookworm I was introduced to the amazing and terrifying world of Not a drop to drink.  Lynn and her mother manage to survive because of their pond. Its a daily struggle to purify the water and to get enough food especially with the winter coming. Lately there has been another treat humans. Everyone would kill for a spot like that but Lynn and her mother are ready for them  until Lynn is alone.  There isnt much worldbuilding because we only have the information Lynn and her mother have but that wasnt such a problem. We know that there is a shortage of water that people are dying because they drink contaminated water and you always need to be careful because people will steal your stuff and safe place if they get the chance. This is what I admire about the story the constant treat which makes the book very intense. There is the chance things will fall apart and you are always aware of the danger lurking around them.  Lynn is an interesting character. All her traits could easily make her a very unlikable character but there was something about her that made me like her anyway. If she would read this I think she would curse me shouting she doesnt need me to like her. She couldnt care less about the opinion of others its all about survival. She is cold egoistic and practical but I guess thats because of her upbringing. Her mother always taught here she cant trust anybody  and she should shoot first and think later. When Lynn is left alone we get to see how she develops and changes. She even accepts a little girl in her household called Lucy and she manages to develop feelings for a boy. We see that behind her strong and hard face there is more.  Lucy is adorable and admirable. She has been through a lot but never falls into whining too much. Lynn wouldnt let her anyway but despite their forced relationship Lynn makes place for Lucy in a tiny soft spot in her heart. I liked their connection and how fiercely protective Lynn can be. The girl thrives under the care. I also liked Sebb the lame neighbour across the field and Eli who tried to take care of Lucy before she came into Lynns life.  If you like romance and think its essential this isnt the book for you. Mindy hardly touches the subject and she isnt afraid to devastate you with a couple of turns in her storyline. But if you look for a very good apocalyptic book that feels realistic this is the one for you. I also thought it had a very solid ending but I can already tell you that the companion novel (that felt more like a sequel to me) lives up to the expectations and was just as good as this one. Keep an eye on the blog for the review of In a handful of dust.;Mindy McGinnis
421;13112915;5;236117;141970530X;In 1918 the world seems on the verge of apocalypse. Americans roam the streets in gauze masks to ward off the deadly Spanish influenza and the government ships young men to the front lines of a brutal war creating an atmosphere of fear and confusion. Sixteenyearold Mary Shelley Black watches as desperate mourners flock to seances and spirit photographers for comfort but she herself has never believed in ghosts. During her bleakest moment however shes forced to rethink her entire way of looking at life and death for her first lovea boy who died in battlereturns in spirit form. But what does he want from herFeaturing haunting archival earlytwentiethcentury photographs this is a tense romantic story set in a past that is eerily like our own time.;387;httpsimages.grassets.combooks1348721608m13112915.jpg;In the Shadow of Blackbirds;history historical fiction biography;httpthedailyprophecy.blogspot.nl2...  When I began this book I had high expectations. I love everything that has to do with diseases  even if its just a small element and the author knows what she is talking about. It was such a wellwritten story with an amazing protagonist and a scary mystery.  Mary Shelly fled from her home when they took her father as prisoner. On her way its obvious that the country is in desperation. The Spanish influenza claims lives every day and there is a constant fear of losing loved ones on the battlefield. People do anything in their desperation seances and spirit photographers are more than happy to provide them with comfort for a good price. Mary doesnt believe in all that nonsense until Julian (Stephens brother) takes her picture and Stephens ghost appears on the background. Stephen is her childhood lover and he signed up to go to war. His ghost haunts her now and its up to her to help him find peace. She must find out what happened to him.  This story was spooky and the addition of real photographs created an extra creepy atmosphere. I loved it The photographs made it even easier to connect with the story. Its not difficult to understand why people gave so much money for a picture with their deceased loved ones. I liked how scientific Mary was and how she didnt believe in those spirit photographers until she gets visitations from Stephens ghost. He has no rest and keeps telling her that the blackbirds are killing him. He came to the right place because Mary is a very intelligent determined young girl. Shes not afraid and despite her sadness she is capable of clever decisions. I dont think I could be as tough as she was because his ghost terrified me.  The mystery was fantastic and I was surprised by the conclusion. I had my suspicions but she blew me away with the climax. Its also obvious that Cat Winters did her research on this subject. The Spanish Flu and all the ways people tried to prevent an infection were nicely incorporated. I could feel everyones fear especially from Marys aunt. I wish there were more books with such accurate portrayal of an infection disease.  The only thing that let me down was the romance. Stephen and Mary had a fling in the past but there are only some short moments in the form of flashbacks. I didnt get enough time to see their love which gave his death less impact. I wish I felt more sadness in the beginning. It was better towards the ending when the story is wrapped up. Im going to keep an eye on her next book for sure.;Cat Winters
422;13115995;4;236117;0062071165;Nikki Beckett could only watch as her boyfriend Jack sacrificed himself to save her taking her place in the Tunnels of the Everneath for eternity  a debt that shouldve been hers. Shes living a borrowed life and she doesnt know what to do with the guilt. And every night Jack appears in her dreams lost and confused and wasting away.Desperate for answers Nikki turns to Cole the immortal bad boy who wants to make her his queen  and the one person least likely to help. But his heart has been touched by everything about Nikki and he agrees to assist her in the only way he can by taking her to the Everneath himself.Nikki and Cole descend into the Everneath only to discover that their journey will be more difficult than theyd anticipated  and more deadly. But Nikki vows to stop at nothing to save Jack  even if it means making an incredible sacrifice of her own.In this enthralling sequel to Everneath Brodi Ashton tests the bonds of destiny and explores the lengths well go to for the ones we love.;358;httpsimages.grassets.combooks1359138201m13115995.jpg;Everbound (Everneath 2);fantasy paranormal;Everbound An Everneath Novel You know youve read a good book when youve finished it in one sitting. I loved the time in the Everneath and the ending Cole..  httpthedailyprophecy.blogspot.nl2...  The thing is if I love the first book Im excited and scared for the second one at the same time. Most of them suffer from the secondbookislamesyndrome and it always spoils the excitement I felt after the first one. That is not the case with Everbound and that is prove for me that Ashton knows how to write a good interesting story. You can read the summary if you havent read Everneath yet. My summary gives about the same information as the blurb.Nikki is plagued by guilt after Jacks sacrifice. He appears in her dreams every night and that is the only evidence that he is still alive. Nikki is desperate and when Jack is starting to fade away its time to act. The only problem is Cole who is still in love with Nikki. He doesnt want to save Jack and he believes its a waste of time but after a lot of discussions and complaining he takes her to the Everneath. The road to the tunnels is long and filled with obstacles. Nikki is willing to do everything so save Jack but is she strong enough to conquer the mazeI must admit that I had a bit of a struggle at the start (thats the reason why this book is rated with 45 instead of 55 like Everneath). Nikki was a bit too whiny for my taste but that changed quickly after her decision to save Jack. She is willing to do everything so instead of complaining she acts. I admire her for her strength and how she stood up against Cole. Its always a relief when the MC doesnt need anyone to save her. Nikki is quite capable of doing things on her own and she is intelligent enough to make clever choices. And when she does make a mistake (because shes not perfect at all) they are understandable. And Cole.. I do like him but damn he manages to give me mood swings. When I finally start to think he is good he pulls another trick. The complexity and unpredictability of his character are great and he completes the story. Jack is just a sweetheart but he doesnt get much time to shine in this story.The worldbuilding was interesting. I liked the background story about the Everneath and the different trials Nikki needs to survive in order to save Jack. The queen definitely likes her privacy because those rings around her house (in the centre) are hard I knew the queens identity for a while but I still like the story Ashton created here.The twist at the ending was awesome. I didnt see it coming and I was surprised how cunning Cole really is. His way to trap Nikki was crafty and I must say well played boy I really liked the somewhat closed ending but it still makes me very curious and excited for Evertrue;Brodi Ashton
423;13132403;4;236117;0525423400;Seventeenyearold Lauren is having visions of girls who have gone missing. And all these girls have just one thing in commonthey are seventeen and gone without a trace. As Lauren struggles to shake these waking nightmares impossible questions demand urgent answers Why are the girls speaking to Lauren How can she help them And... is she next Through Laurens search for clues things begin to unravel and when a brush with death lands Lauren in the hospital a shocking truth changes everything.With complexity and richness Nova Ren Suma serves up a beautifully visual fresh interpretation of what it means to be lost.;353;httpsimages.grassets.combooks1345572427m13132403.jpg;17  Gone;youngadult;Books with unreliable narrations can be so intriguing. I liked The walls around us and I was curious about this book. Lauren has visions of 17yearold girls who disappeared and she has a feeling they want to tell her something. Lauren believes one of the girls Abby is still alive and she is the one to save her. I had a feeling at the beginning of the book that there was something wrong and Nova didnt let me down. Its a haunting story and I flew through the pages.;Nova Ren Suma
424;13170596;2;236117;0062071076;Author Dan Wells is back with the sequel to the scifi blockbuster Partials which Pittacus Lore called a thrilling scifi adrenaline rush with one of the most compelling and frightening visions of Earths future Ive seen yet.After discovering the cure for RM Kira Walker sets off on a terrifying journey into the ruins of postapocalyptic America and the darkest desires of her heart in order to uncover the meansand a reasonfor humanitys survival.Dan Wells extends his richly imagined gritty world and introduces new memorable characters in this second installment in the Partials Sequence.;576;httpsimages.grassets.combooks1352943797m13170596.jpg;Fragments (Partials Sequence 2);youngadult;How disappointing.. 2.5 stars review coming soon.  httpthedailyprophecy.blogspot.com  I was excited about this book. I liked Partials a lot especially the medical background of the RM virus. This book was just.. nothing like that. There are spoilers in the summary part if you havent read Partials but you can read the spoilerfree review where I talk about my likes and dislikes.  Summary.  The story is told from two different angles. First we have Kira. She is looking for answers after she found out that she is a special Partials. She meets Afa on her quest. He used to work for ParaGen but years of being alone has taken his toll. Afa is confused and highly unstable but Kira needs him. Together with Samm and Heron Kira embarks on a dangerous journey to find answers to save both races.  The other part is about Marcus her some sort of boyfriend. When the Partials attack he manages to escape. The Partials are hunting down Kira because their doctor wants to examine her for answers to their expiration date. Marcus is trying to find a way to stop the Partials and that is when he finds out about the huge secret around Kira and her sisters.  Review.  I still cant believe I managed to finish this book because I hard a hard time. The story starts good and I liked the two different POVs. I never felt anything for Marcus but his side of the story was interesting. We get to see the chaos after the Partials attack and the sick determination of doctor Morgan to find an answer to their expiration date.  Putting the pieces of the puzzle together with him and Kira was fun. We finally get answers about Kira and the background about the Partials was welldone. There were still too many things that bugged me. I still cant understand how one man can come up with things like energy while a complete city isnt able to fix it. This was difficult to understand and it left a hole in the plot for me.  Kira is throwing herself Afa and two Partials in extremely dangerous situations because she is determined to find answers. People are killed because of her and I found her irresponsible hypocritical ignorant and annoying. She is whiny and so different from the first book where I admired her strength and intelligence. Heron was the only character I liked because she isnt afraid to say things out loud and I loved her confidence.  Theyre there Kira said again.  But what if theyre not  Then we keep going Kira shouted. Because theyre out there somewhere I know it.  You dont know anything Its just what your desperate messedup psyche wants to believe. (Heron)  The pacing was perhaps the most troublesome aspect. It. was. slow. I could have skipped the middle part of this book without any problems. Nothing really happens and I was bored I will read Ruins because the overall concept and writingstyle are good.;Dan Wells
425;13206760;5;236117;0312642962;Cinder the cyborg mechanic returns in the second thrilling installment of the bestselling Lunar Chronicles. Shes trying to break out of prisoneven though if she succeeds shell be the Commonwealths most wanted fugitive.Halfway around the world Scarlet Benoits grandmother is missing. When Scarlet encounters Wolf a street fighter who may have information as to her grandmothers whereabouts she is loath to trust this stranger but is inexplicably drawn to him and he to her. As Scarlet and Wolf unravel one mystery they encounter another when they meet Cinder. Now all of them must stay one step ahead of the vicious Lunar Queen Levana who will do anything for the handsome Prince Kai to become her husband her king her prisoner.;454;httpsimages.grassets.combooks1470056982m13206760.jpg;Scarlet (The Lunar Chronicles 2);fantasy paranormal;It seemed impossible but I think I loved this one even more than Cinder. It was AWESOME (L)  Be aware my upcomimg review is going to be filled with screaming fangirling and swooning. I might throw soms gifs in it because I cant express my feelings only with words. This book is perfection guys. I. love. it. so. much.  also here httpthedailyprophecy.blogspot.nl2...  Excuse me for fangirling but AHHHHHHHHHHHH. This. was. so. good. I need to include some gifs to show you my love for this book because I cant express it with words alone. This was just epic and perfect. I might even liked it more than Cinder because we get to meet Scarlet Wolf and Thorne. More of that later in the summary first  All right. Im okay. Im okay. Breathe  If you havent read Cinder there are spoilers in the summary but you can read the review conclusion and quote )  Summary  This book starts with Scarlet. She is worried about her grandmother who disappeared two weeks ago. The authority has given up their search but Scarlet is determined to find her. There is something wrong she knows is. During one of her working days she meets Wolf. He has something to do with her grandmother and he confesses that he was part of a special Pack. Now he is offering his help to find her back and Scarlet knows that she needs him.  Every other chapter we get to see the story of our beloved Cinder. She is trying to escape out of the prison (remember Cinder warned Kai that Queen Levana wants to marry him so she can kill him to take control over the world. Cinder is actually Princess Selene from Lunar and she is a treat to Levanas hold of the throne. That is why Levana wants her dead.) Cinder literally falls into the cell of Captain Thorne. He is there for several criminal actions and one of them is stealing a space ship. They flee together and Cinder gets information about Michelle Benoit Scarlets grandmother.  That is how their stories come together on a critical point near the end of the book.  Review  Im going to try to explain why I loved this book so much. First it was fun to switch between the stories of ScarletWolf and CinderThorne. I adore every character. They are so fleshed out and its great how kick ass Scarlet and Cinder are. They arent helpless or weak but smart and caring. Scarlet is so loyal. She is willing to do anything to save her grandmother. Wolf is dangerous sexy and Thorne is a sweet womanizer. We also have glimpses of Kai who is trying to make the best decisions for his country. Queen Levana is a true villain and we finally get to see why she is such a danger her evil master plan is revealed.  Second I liked the way she showed parts of the first book. Instead of explaining the first book like a summary we get subtle reminders of what happened to keep the story clear and easy to follow.  I was constantly turning pages and I was sucked into their stories. Her writing style is so addictive and flowing. It was fun to see how Cinder and Scarlet meet and what their connection is. This climax was so welldone. It was somewhat predictable but Marissa shows that its not always a bad thing. As long as you fill the book with action romance and awesome characters you can work with a strong predictable plot. The ending was heartbreaking. Not because its a cliffhanger (thank god) but I realized that I have to wait a year before I can continue this series. It was satisfying though. I cant stand most cliffhangers and this was a good wrapped up ending.  Im going to count the days until I can have Cress in my hands.  Conclusion  Awesome. Perfection.  Quote  We met less than a week ago and in that time Ive done nothing but lie and cheat and betray you. I know. But if you give me a chance...all I want is to protect you. To be near you. For as long as Im able.;Marissa Meyer
426;13206900;5;236117;0312642989;Princess Winter is admired by the Lunar people for her grace and kindness and despite the scars that mark her face her beauty is said to be even more breathtaking than that of her stepmother Queen Levana.Winter despises her stepmother and knows Levana wont approve of her feelings for her childhood friendthe handsome palace guard Jacin. But Winter isnt as weak as Levana believes her to be and shes been undermining her stepmothers wishes for years. Together with the cyborg mechanic Cinder and her allies Winter might even have the power to launch a revolution and win a war thats been raging for far too long.Can Cinder Scarlet Cress and Winter defeat Levana and find their happily ever afters Fans will not want to miss this thrilling conclusion to Marissa Meyers national bestselling Lunar Chronicles series.;827;httpsimages.grassets.combooks1470057036m13206900.jpg;Winter (The Lunar Chronicles 4);youngadult;2015. Life can be so cruel.  Edit The blurb is here Its finally here And it sounds amazing.  Edit2  4.5 stars.  httpthedailyprophecy.blogspot.nl2...  It was fantastic and I read more than 500 pages in one sitting but the ending still left me with a little disappointed feeling of I want more. It feels like there was still some story left to tell. Perhaps in the novella bindup with the Epilogue to Winter I HOPE SO. The main story is wrapped up neatly so perhaps its because Im just not ready to let go of all the characters I fell in love with throughout the series. I could read about them forever and Im satisfied with all the ships and the overall conclusion of the story. My only problem was the fact I didnt like how villainous Levana was and how I couldnt care about her reasons for all the things she did.;Marissa Meyer
427;13223243;0;236117;037321054X;Your heart misleads you.Thats what my friends and family say.But I love Noah.And he loves me.We met and fell in love in the sleepy farming community of Meadowview while we rode our horses together through the grassy fields and in those moments in each others arms.It should beROSE  NOAHforever easy.But it wont be.Because hes Amish.And Im not.;383;httpsimages.grassets.combooks1326379123m13223243.jpg;Temptation (Temptation 1);youngadult;Yeah. Im sorry. Gave up on page 70. I had to force myself to read it and thats now how I work. I will give you an explanation for my DNF  I requested this book because I was fascinated by the Amish. Instead of that I get a story that goes on and on about their attraction towards each other. The chapters switch between Noah (pretty name by the way) and Rose but the only thing I got so far is how they describe each other. I got a little sight of how the Amish live (and I very honest really dislike there way of living. Dont want to insult anybody but I dont like living styles with traditional roles) but I want more Instead of that he tells constantly how fascinating Rose is. He wants to stay away but he wants to be with her but he really cant but he want to blablabla. Its a bit like Twilight without all the sparkle.  Rose constantly thinks in ways as he needs to change his behavior if we are together. You only know him for one freaking day.  In honesty couldnt care less if they come together or not and I dont think thats the way you need to feel p  So.. Its just not meant to be I guess. Perhaps this book works out for you because I see a lot of positive reviews about this book. And I definitely wanted to love this one but I dont )  Edit  You know what is the worst thing After seeing all these horrible things on the web about authorspublishershusbands attacking reviewers Im almost scared to put this on Goodreads.. It seems like you cant have a negative opinion anymore because they will jump right on top of it and tear it to the ground. What is going on I simply feel sad for the world we are living in right now.. There is NOTHING wrong with disliking a book. Its the same thing you come across everyday. There are certain clothes you dont like artwork you dont want in your house cars you dont want to drive in etc. So what the hell is wrong with disliking a book and telling others about it s Ugh.;Karen Ann Hopkins
428;13253102;4;236117;;This is an alternate cover edition for ISBN 055357342X9780553573428.Here is the third volume in George R. R. Martins magnificent cycle of novels that includes A Game of Thronesand A Clash of Kings. Together this series comprises a genuine masterpiece of modern fantasy destined to stand as one of the great achievements of imaginative fiction.Of the five contenders for power one is dead another in disfavor and still the wars rage alliances are made and broken. Joffrey sits on the Iron Throne the uneasy ruler of the Seven Kingdoms. His most bitter rival Lord Stannis stands defeated and disgraced victim of the sorceress who holds him in her evil thrall. Young Robb still rules the North from the fortress of Riverrun. Meanwhile making her way across a blooddrenched continent is the exiled queen Daenerys mistress of the only three dragons left in the world. And as opposing forces maneuver for the final showdown an army of barbaric wildlings arrives from the outermost limits of civilization accompanied by a horde of mystical Others  a supernatural army of the living dead whose animated corpses are unstoppable. As the future of the land hangs in the balance no one will rest until the Seven Kingdoms have exploded in a veritable storm of swords....;1179;httpsimages.grassets.combooks1396958446m13253102.jpg;A Storm of Swords (A Song of Ice and Fire 3);fiction;Im finally up to date with the TV show Now Im not sure what Im going to do.. This book had some of the worst and gruesome deaths so far. Ygrittes death still hurts although I found that it made more impact on me in the TV show. It felt so overlooked in this one like oh hey here lies Snows lover now on to fighting this giant.;George R.R. Martin
429;13254289;3;236117;;Cinder a gifted mechanic is a cyborg. Shes a secondclass citizen with a mysterious past reviled by her stepmother and blamed for her stepsisters illness. In Glitches a short prequel story to Cinder we see the results of that illness play out and the emotional toll that takes on Cinder. Something that may or may not be a glitch...;32;httpsimages.grassets.combooks1377258720m13254289.jpg;Glitches (The Lunar Chronicles 0.5);youngadult;3.5 stars.  Available over here  httpwww.tor.comstories201112gl...  Little story about an elevenyearold Cinder and her stepfather Garan. He brought her with him from Europe. Peony immediately likes Cinder and they become friends. Adri is horrible from the beginning talking about Cinder as a thing and most of the time the word useless is brought up. When Cinder fixes the machine she expects Garan to be happy instead of that reaction they take him away. He got Letumosis. It was so sad (;Marissa Meyer
430;13335037;5;236117;0062024035;Paperback features over fifty pages of bonus materials including a sneak peek of Insurgent an author QA a discussion guide a Divergentplaylist faction manifestos and moreIn Beatrice Priors dystopian Chicago world society is divided into five factions each dedicated to the cultivation of a particular virtueCandor (the honest) Abnegation (the selfless) Dauntless (the brave) Amity (the peaceful) and Erudite (the intelligent). On an appointed day of every year all sixteenyearolds must select the faction to which they will devote the rest of their lives. For Beatrice the decision is between staying with her family and being who she really isshe cant have both. So she makes a choice that surprises everyone including herself.During the highly competitive initiation that follows Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations some with devastating consequences. As initiation transforms them all Tris must determine who her friends really areand where exactly a romance with a sometimes fascinating sometimes exasperating boy fits into the life shes chosen. But Tris also has a secret one shes kept hidden from everyone because shes been warned it can mean death. And as she discovers unrest and growing conflict that threaten to unravel her seemingly perfect society she also learns that her secret might help her save those she loves . . . or it might destroy her.Veronica Roth is the New York Timesbestselling author of Divergent the first in a trilogy of dystopian thrillers filled with electrifying decisions heartbreaking betrayals stunning consequences and unexpected romance.;487;httpsimages.grassets.combooks1328559506m13335037.jpg;Divergent (Divergent 1);youngadult;Also on httpthedailyprophecy.blogspot.com  I absolutely loved this book. I read it in one day because I couldnt stop. I made friends with Tris and Four. It was fastpaced filled with action and some romance. This book had everything you could ask for. Thats why its so hard to write a decent review about it but Im going to try.  It must be because youre so approachable I say flatly. You know. Like a bed of nails.  Beatrice Prior lives in a divided society. There are five factions each based on a virtue and they have their own responsibility. You have Candor (honest) Abnegation (selfless) Dauntless (brave) Amity (peaceful) and Erudite (intelligent). Years ago people realized that its not political ideology religious believe race or nationalism that is to blame for a warring world. They determined that it was the fault of human personality so they divided the world into factions that sought to eradicate those qualities they believe responsible for the worlds disarray. On an appointed day of every year all sixteenyearolds must select a faction they will stay for the rest of their lives. You can understand that its a hard choice.  Beatrice her brother and her parents live in Abnegation and she doesnt feel like she belongs there. Its her turn to choose a faction. During the test she is inclonclusive and that makes her a Divergent. (Which means that her test doesnt point to one faction but more). Nobody must find out because its dangerous. At the Choosing Ceremony Beatrice chooses for Dauntless. She must pass different tests before she is allowed in the faction. Thats how she meets Four an intruiging boy who is their instructor. But soon he is becoming more for her.  When Tris finds out that Erudite and Dauntless are planning a war she wants to know more about it. How will they persuade the Dauntless to fight against Abnegation But the people from Erudite have everything covered and its up to Tris and Four to safe her old faction and to stop a war. Will they succeed  Let me tell you this the ending is filled with action. The book build towards it and it certainly delivers. I couldnt put it down.  Opinion.  Im not going to make a list about the things I liked and disliked because there is nothing I didnt like about this book. It has everything in it. From a sweet developing love to a lot of action and dead people. Roth certainly doesnt spare our heroin. Tris is a tough brave girl. She is far from perfect she is selfish and she makes some stupid mistakes but thats what I liked about her. It makes her real. She makes some amazing friends and of course the mysterious Four. From the moment they met there was a certainly chemistry between him and Tris. He is a great character.  The storyline is wonderful. The worldbuilding we get is great. You get the history of the factions and I find it fascinating. From the beginning you understood that something was going to happen. A society based on factions is doomed to fail. This tension combined with the action we get in Dauntless makes sure that the book never gets boring. This book really lives up to the high expectations I had.  There is so much more I want to tell you There are so many things going on like the different tests Tris must pass in order to become a Dauntless member and the secrets in her family. So really if you havent read this one buy it and devour it. Its so good.;Veronica Roth
431;13335038;5;236117;0007420420;THREE FLYING BIRDS...ONE FOR EACH MEMBER OF THE FAMILY I LEFT BEHIND.Sixteenyearold Tris is forced to make a terrible choice. In a divided society where everyone must conform Tris does not fit.So she ventures out alone determined to discover where she truly belongs. Shocked by her brutal new life Tris can trust no one. And yet she is drawn to a boy who seems to both threaten and protect her.The hardest choice lies ahead.;487;httpsimages.grassets.combooks1376611284m13335038.jpg;Divergent (Divergent 1);youngadult;Yes so this happened. I reread it in one day. Thats the magic of this book. It reads incredibly fast ) I still really like the concept even when its not realistic at all.;Veronica Roth
432;13366929;3;236117;1475156456;Getting drunk homecoming night your senior year is never a good idea but Jake Hayes never expected it all to end with a car crash and a tpost embedded in his throat. His biggest regret about it all What he never said to Samantha Shay. Hes been in love with her for years and never had the guts to tell her. Now its too late. Because after that night Jake will never be able to talk again. When Jake returns to his small island home population 5000 hell have to learn how to deal with being mute. He also finds that his family isnt limited to his six brothers and sisters that sometimes an entire island is watching out for you. And when he gets the chance to spend more time with Samantha shell help him learn that not being able to talk isnt the worst thing that could ever happen to you. Maybe if shell let him Jake will finally tell her what he didnt say before even if he cant actually say it.;336;httpsimages.grassets.combooks1355090370m13366929.jpg;What I Didnt Say;youngadult;Also on httpthedailyprophecy.blogspot.com...  She was smarter than all of us. And it only made me want her more.  Jake is in love with Sam. They used to be friends but now they dont have so much contact. When he and his friends are drunk at a party he decides its a clever thing to go to her and tell her that he loves her. Being drunk and driving a car doesnt work that well. They crash and Jake loses the ability to speak. Its hard to get used to the fact that never get another chance to tell Sam that he loves her but the accident did bring them closer to each other. Jake is taking sign language in an attempt to move on and Sam becomes his teacher. They communicate a lot via his notebooks and they develop into having some sort of relationship. Sam is a bit scared of calling it a relationship. She doesnt believe in love.  Jakes has a wonderful big family. His mother is a second mother to everyone on their little island. She is caring and he gets a lot of support from her his father and his brothers and sisters. I especially liked Jordan his sister who is a big help to him and James his little brother.  You look like a mime or something when you do that James said his tone totally serious. Your body tries to laugh but nothing comes out.  These situations makes the story lighter and shows us that losing something in our lives doesnt have to mean that our lives stop. We can move on. Things can change and yes you can feel sorry for yourself but their must come a moment you just stop whining. Thats something he learns when Sam is yelling at him.  Your friends might not get it she made little quote marks in the air. But theyre still trying to be there for you. And all you can do is shut out the world and feel sorry for yourself.  Thats when Jake finds out what Sam has been hiding. The reason why she is tired all the time and why she is becoming so skinny. She has been living on her own for a while now. With the little money she has and the few stuff she gathered she is living in a small boathouse in the woods. Thats when her father shows up to get her and their world start falling apart. It means that Sam has to move. How will that change their future  I really liked this story about standing up and moving on after losing something precious. It seems horrible to lose your voice and become mute in one silly moment or losing someone you love. Jake is a sweet boy. He takes care of Sam when she needs him the most and he can cope with her strange moods. His whiny behavior is understandable but I was glad that Sam told him the truth. Sometimes he had too much selfpity. Sam was a delightful character. Strong smart and brave. I like her input in this story but I wished several times that we got to know more about Jake. After all its his story. I wanted this story to be based on his accident instead on his insecurity about Sam. Overall a nice story which makes you think about life and moving on.;Keary Taylor
